,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,도배틀,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,골드 윙 반지,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,홀리가벌떡,,,,,,,,,,,,,
0,창피한아이디,,,,,,,,,,,,,
0,로보트환자,,,,,,,,,,,,,
0,말년귀검,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,일억만땡겨바,근원을 삼킨 토템,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,해아카,,,,,,,,,,,,,
0,짐작하지마라,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,광검쓰는여름,,,,,,,,,,,,,
0,s블루마약핌s,결전의 십자가 - 크루세이더(여),천재 기술자의 전문 작업복 상의,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,구속된 자유,어댑터블 투톤 링,굴착 강화 파츠,잿빛의 묘상석,시각의 관점,
0,양산형넨구미,근원을 삼킨 너클,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,투카투,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,움직이는 쇠약한 집착,쿨링 서포트 벨트,엔트 정령의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,피어오르는 광기,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,팡창팡,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,대마법사멀린,근원을 삼킨 로드,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,최강넨마,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,찍먹든,,,,,,,,,,,,,
0,뇌신쿠쿠,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,Smaland,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,버거움,,,,,,,,,,,,,
0,두리안돼지,,,,,,,,,,,,,
0,누워지듯이,근원을 삼킨 핸드캐넌,블루 베릴 아머,빛을 잃은 진실,깨지지 않는 빛바랜 신념,소망을 향한 움직임,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,인력의 법칙,
0,선외부캐,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,너란봄,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,B형프리,근원을 삼킨 십자가,고귀한 신의,주체할 수 없는 낡은 규칙,숲속의 마녀 하의,내딛는 용기,엔트 정령의 벨트,절대감각의 방위구,숲속의 마녀 팔찌,어댑터블 투톤 링,굴착 강화 파츠,블루 베릴 젬스톤,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,오드리홀,,,,,,,,,,,,,
0,Nympomania,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,시각의 관점,
0,소문난불여시,,,,,,,,,,,,,
0,창섭이대기방,,,,,,,,,,,,,
0,생수먹는홀리,,,,,,,,,,,,,
0,오구링캡,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,
0,신비공자1,,,,,,,,,,,,,
0,벽산리븐,결전의 도 - 버서커,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,마신픽,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,라이트 어댑터 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,굳건한 맹세,
0,^스핏,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,테이커-제놈,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,서드 스페이드 - 데스,굴착 강화 파츠,어둠을 먹는 심장,영원을 새긴 바다,금룡 : 무한한 빛의 결계
0,눈뜸,,,,,,,,,,,,,
0,수라나츠,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,수호룡의 비호 - 자비,어댑터블 투톤 링,굴착 강화 파츠,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,대리점알바,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,수호룡의 비호 - 자비,숲속의 마녀 반지,굴착 강화 파츠,미지의 황금비석,영원을 새긴 바다,금룡 : 무한한 빛의 결계
0,찌그러진,근원을 삼킨 낫,천상을 수호하는 윙 아머,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,폭룡왕의 지배 - 공포,미니어쳐 헤드셋 암릿,폭룡왕의 지배 - 압제,굴착 강화 파츠,잿빛의 묘상석,아크로매틱 룸버스,금룡 : 무한한 빛의 결계
0,살짝활짝,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,엔트 정령의 팔찌,어댑터블 투톤 링,굴착 강화 파츠,숲속의 마녀 정령석,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,킹하은,결전의 리볼버 - 레인저(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,개화하는 신비의 꽃,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,새로운장난감,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,똘똘으리,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,사와디캅,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,자수베가본드,근원을 삼킨 광검,리버시블 레더 코트,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,근원을 삼킨 광검,
0,서희권,근원을 삼킨 미늘창,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,골드 윙 반지,생명이 담긴 잔,미지의 문명 - 스타 스톤,배회하는 혼령의 향로,금룡 : 무한한 빛의 결계
0,selfishjob,광폭화된 전의의 선현궁,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,시아마스터,근원을 삼킨 대검,천재 기술자의 전문 작업복 상의,끝을 바라보는 시선,옥화의 망령 대퇴갑,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,억류된 혼의 령주,들이치는 희미한 탄식,
0,眞이클립스,근원을 삼킨 스태프,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
0,스슥이버프,결전의 십자가 - 크루세이더(남),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,절대감각의 방위구,포인트 레이더 암릿,어댑터블 투톤 링,내면의 얼굴,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,",제로",근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,재련충,,,,,,,,,,,,,
0,캇타날,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,수라검주,근원을 삼킨 도,얼티밋 제너레이터,유쾌함 속의 열망,로보티카 컴뱃 팬츠,움직이는 쇠약한 집착,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,억류된 혼의 령주,인력의 법칙,
0,vmfpdl0,근원을 삼킨 창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,공익집합소,근원을 삼킨 자동권총,블루 베릴 아머,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,
0,티엔안먼,근원을 삼킨 선현궁,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,데카 가이던스 디바이스,미지의 문명 - 스타 스톤,배회하는 혼령의 향로,
0,느림보거북ㅇ,근원을 삼킨 중검,리버시블 레더 코트,매니퓰레이션,침식되는 이성,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,메던메던,,,,,,,,,,,,,
0,메두사누나,,,,,,,,,,,,,
0,tubloodsword,근원을 삼킨 둔기,탐험가의 노련한 코트,빛을 잃은 진실,로보티카 컴뱃 팬츠,HEM 리인포스 부츠,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,핏빛의 결정 반지,옵티컬 컴뱃 글래스,평화를 위한 투쟁,저주받은 굴레,
0,성녀의금버프,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,하이테크 전술보조 각반,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,생명의 근원이 담긴 배낭,생명이 깃든 초록빛 액체,시각의 관점,
0,스티그마해머,근원을 삼킨 건틀릿,탐험가의 노련한 코트,헥타곤 임펄스 브릭,침식되는 이성,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,냉혹한 현실의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,공중형 : 전술 프롭 드론,지상형 : 전술 차륜 드론,타락한 영혼,
0,낭만빵야,,,,,,,,,,,,,
0,활영,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,절망의 발소리,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,스완빙,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,소울밍기뉴,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,DeleteMEAB,,,,,,,,,,,,,
0,버프군,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,황혼의 성단,진룡 : 무거운 철의 투지
0,쿠노모,근원을 삼킨 차크라 웨펀,어릴적 꿈꿔온 무대,화려한 청색의 음율,침식되는 이성,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
